,Country,Year,Month,Sales
342,UnitedStates,2023,7,139.29650349650183
343,UnitedStates,2023,8,144.08951048950985
344,UnitedStates,2023,9,148.8825174825106
345,UnitedStates,2023,10,153.6755244755186
346,UnitedStates,2023,11,158.46853146852663
347,UnitedStates,2023,12,163.26153846153466
348,Yemen,2023,1,127.49807467123173
349,Yemen,2023,2,129.48259015574513
350,Yemen,2023,3,131.46710564026216
351,Yemen,2023,4,133.45162112477556
352,Yemen,2023,5,135.4361366092926
353,Yemen,2023,6,137.42065209380962
354,Yemen,2023,7,139.40516757832302
355,Yemen,2023,8,141.38968306284005
356,Yemen,2023,9,143.37419854735344
357,Yemen,2023,10,145.35871403187048
358,Yemen,2023,11,147.34322951638387
359,Yemen,2023,12,149.3277450009009
