,Country,Year,Month,Sales
957,Qatar,2015,June,26
958,Qatar,2016,June,29
959,Qatar,2017,June,9
960,Qatar,2018,June,35
961,Qatar,2019,June,37
962,RussianFederation,2015,June,238
963,RussianFederation,2016,June,114
964,RussianFederation,2017,June,115
965,RussianFederation,2018,June,169
966,RussianFederation,2019,June,190
967,RussianFederation,2020,June,63
968,RussianFederation,2021,June,300
969,RussianFederation,2022,June,1887
970,SaudiArabia,2015,June,325
971,SaudiArabia,2016,June,112
972,SaudiArabia,2017,June,612
973,SaudiArabia,2018,June,110
974,SaudiArabia,2019,June,102
975,SaudiArabia,2020,June,23
976,SaudiArabia,2022,June,73
977,Sudan,2021,June,53
978,Sweden,2015,June,50
979,Sweden,2016,June,35
980,Sweden,2017,June,33
981,Sweden,2018,June,42
982,Sweden,2019,June,53
983,Sweden,2020,June,10
984,Sweden,2021,June,83
985,Ukraine,2015,June,57
986,Ukraine,2016,June,56
987,Ukraine,2017,June,42
988,Ukraine,2018,June,44
989,Ukraine,2019,June,38
990,Ukraine,2020,June,30
991,Ukraine,2021,June,127
992,Ukraine,2022,June,301
993,UnitedArabEmirates,2015,June,31
994,UnitedArabEmirates,2016,June,14
995,UnitedArabEmirates,2017,June,13
996,UnitedStates,2018,June,13
997,UnitedStates,2019,June,39
998,UnitedStates,2020,June,17
999,UnitedStates,2021,June,150
1000,UnitedStates,2022,June,181
1001,Yemen,2017,June,29
1002,Yemen,2018,June,60
1003,Yemen,2019,June,61
1004,Yemen,2020,June,37
1005,Yemen,2021,June,113
1006,Yemen,2022,June,222
1007,Yemen,2015,June,21
1008,Afghanistan,2015,July,40
1009,Afghanistan,2016,July,53
1010,Afghanistan,2017,July,71
1011,Afghanistan,2018,July,143
1012,Afghanistan,2019,July,163
1013,Afghanistan,2020,July,149
1014,Afghanistan,2021,July,229
1015,Afghanistan,2022,July,83
1016,Azerbaijan,2015,July,68
1017,Azerbaijan,2016,July,39
1018,Azerbaijan,2017,July,61
1019,Azerbaijan,2018,July,73
1020,Azerbaijan,2019,July,92
1021,Azerbaijan,2020,July,115
1022,Azerbaijan,2021,July,127
1023,Azerbaijan,2022,July,65
1024,Belgium,2016,July,20
1025,Belgium,2017,July,29
1026,Canada,2022,July,40
1027,China,2015,July,15
1028,China,2016,July,26
1029,China,2020,July,57
1030,China,2021,July,54
1031,China,2022,July,57
1032,Egypt,2015,July,15
1033,Egypt,2016,July,15
1034,Egypt,2017,July,46
1035,Egypt,2018,July,70
1036,Egypt,2019,July,107
1037,Egypt,2020,July,40
1038,Egypt,2021,July,97
1039,Egypt,2022,July,53
1040,England,2015,July,101
1041,England,2016,July,71
1042,England,2017,July,76
1043,England,2018,July,94
1044,England,2019,July,124
1045,England,2020,July,69
1046,England,2021,July,63
1047,England,2022,July,90
1048,Germany,2015,July,84
1049,Germany,2016,July,25
1050,Germany,2017,July,41
1051,Germany,2018,July,109
1052,Germany,2019,July,158
1053,Germany,2020,July,143
1054,Germany,2021,July,198
1055,Germany,2022,July,163
1056,Iran,2015,July,77
1057,Iran,2016,July,49
1058,Iran,2017,July,74
1059,Iran,2018,July,321
1060,Iran,2019,July,464
1061,Iran,2020,July,540
1062,Iran,2021,July,619
1063,Iran,2022,July,431
1064,Iraq,2015,July,362
1065,Iraq,2016,July,153
1066,Iraq,2017,July,293
1067,Iraq,2018,July,584
1068,Iraq,2019,July,734
1069,Iraq,2020,July,388
1070,Iraq,2021,July,712
1071,Iraq,2022,July,380
1072,Jordan,2015,July,20
1073,Jordan,2016,July,27
1074,Jordan,2017,July,32
1075,Jordan,2018,July,111
1076,Jordan,2019,July,139
1077,Jordan,2020,July,63
1078,Jordan,2021,July,102
1079,Jordan,2022,July,47
1080,Kazakhstan,2020,July,64
1081,Kazakhstan,2021,July,166
1082,Kazakhstan,2015,July,54
1083,Kazakhstan,2016,July,25
1084,Kazakhstan,2017,July,32
1085,Kazakhstan,2018,July,38
1086,Kazakhstan,2019,July,58
1087,Kazakhstan,2022,July,190
1088,Kuwait,2015,July,147
1089,Kuwait,2016,July,111
1090,Kuwait,2017,July,142
1091,Kuwait,2018,July,171
1092,Kuwait,2019,July,219
1093,Kuwait,2020,July,36
1094,Kuwait,2021,July,189
1095,Kuwait,2022,July,125
1096,Lebanese,2019,July,69
1097,Lebanese,2020,July,55
1098,Lebanon,2018,July,23
1099,Lebanon,2021,July,74
1100,Lebanon,2022,July,37
1101,Libya,2019,July,106
1102,Libya,2020,July,22
1103,Libya,2015,July,39
1104,Netherlands,2016,July,7
1105,Netherlands,2018,July,25
1106,Norway,2015,July,65
1107,Norway,2016,July,16
1108,Norway,2017,July,24
1109,Othercountries,2015,July,322
1110,Othercountries,2016,July,171
1111,Othercountries,2017,July,288
1112,Othercountries,2018,July,459
1113,Othercountries,2019,July,860
1114,Othercountries,2020,July,557
1115,Othercountries,2021,July,920
1116,Othercountries,2022,July,734
1117,Pakistani,2021,July,65
1118,Pakistani,2022,July,43
1119,Palestine,2017,July,28
1120,Palestine,2018,July,43
1121,Palestine,2019,July,109
1122,Palestine,2020,July,60
1123,Palestine,2021,July,81
1124,Palestine,2022,July,34
1125,Qatar,2015,July,22
1126,Qatar,2016,July,12
1127,Qatar,2017,July,22
1128,Qatar,2018,July,40
1129,Qatar,2019,July,46
1130,RussianFederation,2015,July,195
1131,RussianFederation,2016,July,64
1132,RussianFederation,2017,July,118
1133,RussianFederation,2018,July,173
1134,RussianFederation,2019,July,215
1135,RussianFederation,2020,July,154
1136,RussianFederation,2021,July,365
1137,RussianFederation,2022,July,1028
1138,SaudiArabia,2015,July,233
1139,SaudiArabia,2016,July,92
1140,SaudiArabia,2017,July,248
1141,SaudiArabia,2018,July,211
1142,SaudiArabia,2019,July,218
1143,SaudiArabia,2020,July,32
1144,SaudiArabia,2022,July,87
1145,Sudan,2021,July,42
1146,Sweden,2015,July,91
1147,Sweden,2016,July,31
1148,Sweden,2017,July,40
1149,Sweden,2018,July,54
1150,Sweden,2019,July,96
1151,Sweden,2020,July,34
1152,Sweden,2021,July,99
1153,Ukraine,2015,July,56
1154,Ukraine,2016,July,36
1155,Ukraine,2017,July,36
1156,Ukraine,2018,July,51
1157,Ukraine,2019,July,60
1158,Ukraine,2020,July,93
1159,Ukraine,2021,July,106
1160,Ukraine,2022,July,166
1161,UnitedArabEmirates,2015,July,31
1162,UnitedArabEmirates,2016,July,8
1163,UnitedArabEmirates,2017,July,26
1164,UnitedStates,2018,July,29
1165,UnitedStates,2019,July,64
1166,UnitedStates,2020,July,31
1167,UnitedStates,2021,July,153
1168,UnitedStates,2022,July,82
1169,Yemen,2017,July,21
1170,Yemen,2018,July,63
1171,Yemen,2019,July,140
1172,Yemen,2020,July,70
1173,Yemen,2021,July,103
1174,Yemen,2022,July,39
1175,Yemen,2015,July,12
1176,Afghanistan,2015,August,58
1177,Afghanistan,2016,August,75
1178,Afghanistan,2017,August,81
1179,Afghanistan,2018,August,183
1180,Afghanistan,2019,August,146
1181,Afghanistan,2020,August,156
1182,Afghanistan,2021,August,313
1183,Afghanistan,2022,August,108
1184,Azerbaijan,2015,August,54
1185,Azerbaijan,2016,August,53
1186,Azerbaijan,2017,August,45
1187,Azerbaijan,2018,August,96
1188,Azerbaijan,2019,August,88
1189,Azerbaijan,2020,August,154
1190,Azerbaijan,2021,August,138
1191,Azerbaijan,2022,August,106
1192,Belgium,2016,August,30
1193,Belgium,2017,August,22
1194,Canada,2022,August,53
1195,China,2015,August,25
1196,China,2016,August,11
1197,China,2020,August,103
1198,China,2021,August,98
1199,China,2022,August,42
1200,Egypt,2015,August,30
1201,Egypt,2016,August,41
1202,Egypt,2017,August,61
1203,Egypt,2018,August,90
1204,Egypt,2019,August,72
1205,Egypt,2020,August,70
1206,Egypt,2021,August,94
1207,Egypt,2022,August,88
1208,England,2015,August,86
1209,England,2016,August,58
1210,England,2017,August,78
1211,England,2018,August,97
1212,England,2019,August,109
1213,England,2020,August,140
1214,England,2021,August,110
1215,England,2022,August,92
1216,Germany,2015,August,71
1217,Germany,2016,August,52
1218,Germany,2017,August,66
1219,Germany,2018,August,177
1220,Germany,2019,August,149
1221,Germany,2020,August,134
1222,Germany,2021,August,262
1223,Germany,2022,August,256
1224,Iran,2015,August,58
1225,Iran,2016,August,50
1226,Iran,2017,August,49
1227,Iran,2018,August,394
1228,Iran,2019,August,469
1229,Iran,2020,August,640
1230,Iran,2021,August,911
1231,Iran,2022,August,633
1232,Iraq,2015,August,401
1233,Iraq,2016,August,267
1234,Iraq,2017,August,317
1235,Iraq,2018,August,944
1236,Iraq,2019,August,675
1237,Iraq,2020,August,592
1238,Iraq,2021,August,900
1239,Iraq,2022,August,417
1240,Jordan,2015,August,29
1241,Jordan,2016,August,29
1242,Jordan,2017,August,52
1243,Jordan,2018,August,124
1244,Jordan,2019,August,105
1245,Jordan,2020,August,82
1246,Jordan,2021,August,136
1247,Jordan,2022,August,66
1248,Kazakhstan,2020,August,82
1249,Kazakhstan,2021,August,176
1250,Kazakhstan,2015,August,58
1251,Kazakhstan,2016,August,42
1252,Kazakhstan,2017,August,18
1253,Kazakhstan,2018,August,57
1254,Kazakhstan,2019,August,59
1255,Kazakhstan,2022,August,231
1256,Kuwait,2015,August,226
1257,Kuwait,2016,August,155
1258,Kuwait,2017,August,135
1259,Kuwait,2018,August,271
1260,Kuwait,2019,August,159
1261,Kuwait,2020,August,137
1262,Kuwait,2021,August,264
1263,Kuwait,2022,August,195
1264,Lebanese,2019,August,39
1265,Lebanese,2020,August,77
1266,Lebanon,2018,August,38
1267,Lebanon,2021,August,99
1268,Lebanon,2022,August,76
1269,Libya,2019,August,87
1270,Libya,2020,August,37
1271,Libya,2015,August,40
1272,Netherlands,2016,August,14
1273,Netherlands,2018,August,53
1274,Norway,2015,August,41
1275,Norway,2016,August,24
1276,Norway,2017,August,26
1277,Othercountries,2015,August,263
1278,Othercountries,2016,August,214
1279,Othercountries,2017,August,275
1280,Othercountries,2018,August,540
1281,Othercountries,2019,August,676
1282,Othercountries,2020,August,770
1283,Othercountries,2021,August,1203
1284,Othercountries,2022,August,1068
1285,Pakistani,2021,August,93
1286,Pakistani,2022,August,55
1287,Palestine,2017,August,23
1288,Palestine,2018,August,58
1289,Palestine,2019,August,67
1290,Palestine,2020,August,65
1291,Palestine,2021,August,129
1292,Palestine,2022,August,60
1293,Qatar,2015,August,35
1294,Qatar,2016,August,19
1295,Qatar,2017,August,31
1296,Qatar,2018,August,84
1297,Qatar,2019,August,53
1298,RussianFederation,2015,August,155
1299,RussianFederation,2016,August,117
1300,RussianFederation,2017,August,95
1301,RussianFederation,2018,August,192
1302,RussianFederation,2019,August,212
1303,RussianFederation,2020,August,366
1304,RussianFederation,2021,August,451
1305,RussianFederation,2022,August,1238
1306,SaudiArabia,2015,August,271
1307,SaudiArabia,2016,August,173
1308,SaudiArabia,2017,August,198
1309,SaudiArabia,2018,August,275
1310,SaudiArabia,2019,August,146
1311,SaudiArabia,2020,August,51
1312,SaudiArabia,2022,August,150
1313,Sudan,2021,August,79
1314,Sweden,2015,August,60
1315,Sweden,2016,August,41
1316,Sweden,2017,August,30
1317,Sweden,2018,August,65
1318,Sweden,2019,August,119
1319,Sweden,2020,August,76
1320,Sweden,2021,August,95
1321,Ukraine,2015,August,35
1322,Ukraine,2016,August,40
1323,Ukraine,2017,August,37
1324,Ukraine,2018,August,50
1325,Ukraine,2019,August,56
1326,Ukraine,2020,August,76
1327,Ukraine,2021,August,98
1328,Ukraine,2022,August,219
1329,UnitedArabEmirates,2015,August,39
1330,UnitedArabEmirates,2016,August,17
1331,UnitedArabEmirates,2017,August,35
1332,UnitedStates,2018,August,40
1333,UnitedStates,2019,August,59
1334,UnitedStates,2020,August,58
1335,UnitedStates,2021,August,173
1336,UnitedStates,2022,August,126
1337,Yemen,2017,August,25
1338,Yemen,2018,August,66
1339,Yemen,2019,August,96
1340,Yemen,2020,August,66
1341,Yemen,2021,August,110
1342,Yemen,2022,August,61
1343,Yemen,2015,August,23
1344,Afghanistan,2015,September,56
1345,Afghanistan,2016,September,64
1346,Afghanistan,2017,September,75
1347,Afghanistan,2018,September,227
1348,Afghanistan,2019,September,182
1349,Afghanistan,2020,September,166
1350,Afghanistan,2021,September,270
1351,Afghanistan,2022,September,95
1352,Azerbaijan,2015,September,56
1353,Azerbaijan,2016,September,37
1354,Azerbaijan,2017,September,72
1355,Azerbaijan,2018,September,180
1356,Azerbaijan,2019,September,118
1357,Azerbaijan,2020,September,183
1358,Azerbaijan,2021,September,162
1359,Azerbaijan,2022,September,115
1360,Belgium,2016,September,20
1361,Belgium,2017,September,15
1362,Canada,2022,September,59
1363,China,2015,September,23
1364,China,2016,September,18
1365,China,2020,September,84
1366,China,2021,September,96
1367,China,2022,September,49
1368,Egypt,2015,September,21
1369,Egypt,2016,September,18
1370,Egypt,2017,September,49
1371,Egypt,2018,September,67
1372,Egypt,2019,September,73
1373,Egypt,2020,September,97
1374,Egypt,2021,September,108
1375,Egypt,2022,September,79
1376,England,2015,September,109
1377,England,2016,September,84
1378,England,2017,September,103
1379,England,2018,September,193
1380,England,2019,September,139
1381,England,2020,September,197
1382,England,2021,September,100
1383,England,2022,September,120
1384,Germany,2015,September,68
1385,Germany,2016,September,61
1386,Germany,2017,September,77
1387,Germany,2018,September,299
1388,Germany,2019,September,145
1389,Germany,2020,September,161
1390,Germany,2021,September,298
1391,Germany,2022,September,225
1392,Iran,2015,September,67
1393,Iran,2016,September,42
1394,Iran,2017,September,84
1395,Iran,2018,September,538
1396,Iran,2019,September,489
1397,Iran,2020,September,908
1398,Iran,2021,September,1323
1399,Iran,2022,September,592
1400,Iraq,2015,September,359
1401,Iraq,2016,September,230
1402,Iraq,2017,September,383
1403,Iraq,2018,September,1351
1404,Iraq,2019,September,781
1405,Iraq,2020,September,826
1406,Iraq,2021,September,990
1407,Iraq,2022,September,433
1408,Jordan,2015,September,26
1409,Jordan,2016,September,18
1410,Jordan,2017,September,41
1411,Jordan,2018,September,199
1412,Jordan,2019,September,151
1413,Jordan,2020,September,134
1414,Jordan,2021,September,133
1415,Jordan,2022,September,81
1416,Kazakhstan,2020,September,222
1417,Kazakhstan,2021,September,210
1418,Kazakhstan,2015,September,34
1419,Kazakhstan,2016,September,33
1420,Kazakhstan,2017,September,63
1421,Kazakhstan,2018,September,79
1422,Kazakhstan,2019,September,68
1423,Kazakhstan,2022,September,207
1424,Kuwait,2015,September,160
1425,Kuwait,2016,September,85
1426,Kuwait,2017,September,160
1427,Kuwait,2018,September,360
1428,Kuwait,2019,September,191
1429,Kuwait,2020,September,241
1430,Kuwait,2021,September,281
1431,Kuwait,2022,September,192
1432,Lebanese,2019,September,62
1433,Lebanese,2020,September,114
1434,Lebanon,2018,September,67
1435,Lebanon,2021,September,109
1436,Lebanon,2022,September,42
1437,Libya,2019,September,103
1438,Libya,2020,September,79
1439,Libya,2015,September,25
1440,Netherlands,2016,September,18
1441,Netherlands,2018,September,44
1442,Norway,2015,September,36
1443,Norway,2016,September,27
1444,Norway,2017,September,38
1445,Othercountries,2015,September,255
1446,Othercountries,2016,September,204
1447,Othercountries,2017,September,371
1448,Othercountries,2018,September,952
1449,Othercountries,2019,September,787
1450,Othercountries,2020,September,929
1451,Othercountries,2021,September,1312
1452,Othercountries,2022,September,995
1453,Pakistani,2021,September,90
1454,Pakistani,2022,September,48
1455,Palestine,2017,September,24
1456,Palestine,2018,September,73
1457,Palestine,2019,September,92
1458,Palestine,2020,September,123
1459,Palestine,2021,September,127
1460,Palestine,2022,September,57
1461,Qatar,2015,September,24
1462,Qatar,2016,September,11
1463,Qatar,2017,September,33
1464,Qatar,2018,September,136
1465,Qatar,2019,September,70
1466,RussianFederation,2015,September,115
1467,RussianFederation,2016,September,99
1468,RussianFederation,2017,September,129
1469,RussianFederation,2018,September,263
1470,RussianFederation,2019,September,248
1471,RussianFederation,2020,September,448
1472,RussianFederation,2021,September,540
1473,RussianFederation,2022,September,1196
1474,SaudiArabia,2015,September,204
1475,SaudiArabia,2016,September,140
1476,SaudiArabia,2017,September,344
1477,SaudiArabia,2018,September,312
1478,SaudiArabia,2019,September,214
1479,SaudiArabia,2020,September,52
1480,SaudiArabia,2022,September,159
1481,Sudan,2021,September,82
1482,Sweden,2015,September,43
1483,Sweden,2016,September,36
1484,Sweden,2017,September,46
1485,Sweden,2018,September,115
1486,Sweden,2019,September,69
1487,Sweden,2020,September,72
1488,Sweden,2021,September,92
1489,Ukraine,2015,September,55
1490,Ukraine,2016,September,42
1491,Ukraine,2017,September,41
1492,Ukraine,2018,September,54
1493,Ukraine,2019,September,55
1494,Ukraine,2020,September,73
1495,Ukraine,2021,September,101
1496,Ukraine,2022,September,204
1497,UnitedArabEmirates,2015,September,26
1498,UnitedArabEmirates,2016,September,12
1499,UnitedArabEmirates,2017,September,51
1500,UnitedStates,2018,September,58
1501,UnitedStates,2019,September,59
1502,UnitedStates,2020,September,81
1503,UnitedStates,2021,September,143
1504,UnitedStates,2022,September,113
1505,Yemen,2017,September,50
1506,Yemen,2018,September,95
1507,Yemen,2019,September,121
1508,Yemen,2020,September,159
1509,Yemen,2021,September,139
1510,Yemen,2022,September,43
1511,Yemen,2015,September,23
1512,Afghanistan,2015,October,75
1513,Afghanistan,2016,October,88
1514,Afghanistan,2017,October,120
1515,Afghanistan,2018,October,319
1516,Afghanistan,2019,October,185
1517,Afghanistan,2020,October,225
1518,Afghanistan,2021,October,188
1519,Afghanistan,2022,October,62
1520,Azerbaijan,2015,October,77
1521,Azerbaijan,2016,October,42
1522,Azerbaijan,2017,October,278
1523,Azerbaijan,2018,October,177
1524,Azerbaijan,2019,October,125
1525,Azerbaijan,2020,October,137
1526,Azerbaijan,2021,October,120
1527,Azerbaijan,2022,October,99
1528,Belgium,2016,October,12
1529,Belgium,2017,October,23
1530,Canada,2022,October,32
1531,China,2015,October,20
1532,China,2016,October,20
1533,China,2020,October,61
1534,China,2021,October,61
1535,China,2022,October,67
1536,Egypt,2015,October,32
1537,Egypt,2016,October,27
1538,Egypt,2017,October,34
1539,Egypt,2018,October,75
1540,Egypt,2019,October,83
1541,Egypt,2020,October,109
1542,Egypt,2021,October,129
1543,Egypt,2022,October,68
1544,England,2015,October,133
1545,England,2016,October,94
1546,England,2017,October,94
1547,England,2018,October,217
1548,England,2019,October,166
1549,England,2020,October,202
1550,England,2021,October,139
1551,England,2022,October,98
1552,Germany,2015,October,76
1553,Germany,2016,October,63
1554,Germany,2017,October,106
1555,Germany,2018,October,341
1556,Germany,2019,October,225
1557,Germany,2020,October,159
1558,Germany,2021,October,256
1559,Germany,2022,October,211
1560,Iran,2015,October,62
1561,Iran,2016,October,72
1562,Iran,2017,October,85
1563,Iran,2018,October,557
1564,Iran,2019,October,536
1565,Iran,2020,October,849
1566,Iran,2021,October,1265
1567,Iran,2022,October,498
1568,Iraq,2015,October,430
1569,Iraq,2016,October,257
1570,Iraq,2017,October,344
1571,Iraq,2018,October,1439
1572,Iraq,2019,October,597
1573,Iraq,2020,October,909
1574,Iraq,2021,October,926
1575,Iraq,2022,October,310
1576,Jordan,2015,October,25
1577,Jordan,2016,October,25
1578,Jordan,2017,October,75
1579,Jordan,2018,October,242
1580,Jordan,2019,October,121
1581,Jordan,2020,October,144
1582,Jordan,2021,October,105
1583,Jordan,2022,October,68
1584,Kazakhstan,2020,October,213
1585,Kazakhstan,2021,October,191
1586,Kazakhstan,2015,October,46
1587,Kazakhstan,2016,October,25
1588,Kazakhstan,2017,October,20
1589,Kazakhstan,2018,October,73
1590,Kazakhstan,2019,October,80
1591,Kazakhstan,2022,October,200
1592,Kuwait,2015,October,142
1593,Kuwait,2016,October,135
1594,Kuwait,2017,October,154
1595,Kuwait,2018,October,378
1596,Kuwait,2019,October,182
1597,Kuwait,2020,October,210
1598,Kuwait,2021,October,189
1599,Kuwait,2022,October,118
1600,Lebanese,2019,October,56
1601,Lebanese,2020,October,99
1602,Lebanon,2018,October,92
1603,Lebanon,2021,October,108
1604,Lebanon,2022,October,45
1605,Libya,2019,October,118
1606,Libya,2020,October,84
1607,Libya,2015,October,29
1608,Netherlands,2016,October,19
1609,Netherlands,2018,October,81
1610,Norway,2015,October,39
1611,Norway,2016,October,28
1612,Norway,2017,October,24
1613,Othercountries,2015,October,372
1614,Othercountries,2016,October,267
1615,Othercountries,2017,October,401
1616,Othercountries,2018,October,1079
1617,Othercountries,2019,October,893
1618,Othercountries,2020,October,957
1619,Othercountries,2021,October,1091
1620,Othercountries,2022,October,925
1621,Pakistani,2021,October,75
1622,Pakistani,2022,October,42
1623,Palestine,2017,October,40
1624,Palestine,2018,October,93
1625,Palestine,2019,October,100
1626,Palestine,2020,October,125
1627,Palestine,2021,October,106
1628,Palestine,2022,October,42
1629,Qatar,2015,October,26
1630,Qatar,2016,October,18
1631,Qatar,2017,October,47
1632,Qatar,2018,October,107
1633,Qatar,2019,October,53
1634,RussianFederation,2015,October,191
1635,RussianFederation,2016,October,132
1636,RussianFederation,2017,October,125
1637,RussianFederation,2018,October,336
1638,RussianFederation,2019,October,292
1639,RussianFederation,2020,October,400
1640,RussianFederation,2021,October,543
1641,RussianFederation,2022,October,2023
1642,SaudiArabia,2015,October,325
1643,SaudiArabia,2016,October,159
1644,SaudiArabia,2017,October,528
1645,SaudiArabia,2018,October,332
1646,SaudiArabia,2019,October,168
1647,SaudiArabia,2020,October,65
1648,SaudiArabia,2022,October,166
1649,Sudan,2021,October,69
1650,Sweden,2015,October,48
1651,Sweden,2016,October,39
1652,Sweden,2017,October,43
1653,Sweden,2018,October,102
1654,Sweden,2019,October,71
1655,Sweden,2020,October,71
1656,Sweden,2021,October,74
1657,Ukraine,2015,October,49
1658,Ukraine,2016,October,46
1659,Ukraine,2017,October,60
1660,Ukraine,2018,October,88
1661,Ukraine,2019,October,71
1662,Ukraine,2020,October,83
1663,Ukraine,2021,October,122
1664,Ukraine,2022,October,216
1665,UnitedArabEmirates,2015,October,28
1666,UnitedArabEmirates,2016,October,10
1667,UnitedArabEmirates,2017,October,66
1668,UnitedStates,2018,October,86
1669,UnitedStates,2019,October,57
1670,UnitedStates,2020,October,104
1671,UnitedStates,2021,October,109
1672,UnitedStates,2022,October,105
1673,Yemen,2017,October,27
1674,Yemen,2018,October,113
1675,Yemen,2019,October,132
1676,Yemen,2020,October,125
1677,Yemen,2021,October,97
1678,Yemen,2022,October,40
1679,Yemen,2015,October,24
1680,Afghanistan,2015,November,98
1681,Afghanistan,2016,November,91
1682,Afghanistan,2017,November,105
1683,Afghanistan,2018,November,261
1684,Afghanistan,2019,November,216
1685,Afghanistan,2020,November,203
1686,Afghanistan,2021,November,231
1687,Afghanistan,2022,November,80
1688,Azerbaijan,2015,November,88
1689,Azerbaijan,2016,November,47
1690,Azerbaijan,2017,November,62
1691,Azerbaijan,2018,November,144
1692,Azerbaijan,2019,November,91
1693,Azerbaijan,2020,November,104
1694,Azerbaijan,2021,November,185
1695,Azerbaijan,2022,November,104
1696,Belgium,2016,November,12
1697,Belgium,2017,November,14
1698,Canada,2022,November,55
1699,China,2015,November,24
1700,China,2016,November,22
1701,China,2020,November,74
1702,China,2021,November,117
1703,China,2022,November,39
1704,Egypt,2015,November,54
1705,Egypt,2016,November,41
1706,Egypt,2017,November,79
1707,Egypt,2018,November,69
1708,Egypt,2019,November,111
1709,Egypt,2020,November,92
1710,Egypt,2021,November,111
1711,Egypt,2022,November,79
1712,England,2015,November,74
1713,England,2016,November,63
1714,England,2017,November,68
1715,England,2018,November,128
1716,England,2019,November,133
1717,England,2020,November,147
1718,England,2021,November,157
1719,England,2022,November,92
1720,Germany,2015,November,84
1721,Germany,2016,November,77
1722,Germany,2017,November,88
1723,Germany,2018,November,203
1724,Germany,2019,November,154
1725,Germany,2020,November,145
1726,Germany,2021,November,322
1727,Germany,2022,November,224
1728,Iran,2015,November,64
1729,Iran,2016,November,82
1730,Iran,2017,November,81
1731,Iran,2018,November,463
1732,Iran,2019,November,500
1733,Iran,2020,November,860
1734,Iran,2021,November,1406
1735,Iran,2022,November,510
1736,Iraq,2015,November,495
1737,Iraq,2016,November,285
1738,Iraq,2017,November,405
1739,Iraq,2018,November,1003
1740,Iraq,2019,November,575
1741,Iraq,2020,November,876
1742,Iraq,2021,November,1075
1743,Iraq,2022,November,331
1744,Jordan,2015,November,18
1745,Jordan,2016,November,55
1746,Jordan,2017,November,59
1747,Jordan,2018,November,143
1748,Jordan,2019,November,158
1749,Jordan,2020,November,103
1750,Jordan,2021,November,162
1751,Jordan,2022,November,78
1752,Kazakhstan,2020,November,124
1753,Kazakhstan,2021,November,278
1754,Kazakhstan,2015,November,53
1755,Kazakhstan,2016,November,18
1756,Kazakhstan,2017,November,31
1757,Kazakhstan,2018,November,60
1758,Kazakhstan,2019,November,91
1759,Kazakhstan,2022,November,191
1760,Kuwait,2015,November,193
1761,Kuwait,2016,November,212
1762,Kuwait,2017,November,151
1763,Kuwait,2018,November,218
1764,Kuwait,2019,November,109
1765,Kuwait,2020,November,202
1766,Kuwait,2021,November,185
1767,Kuwait,2022,November,116
1768,Lebanese,2019,November,47
1769,Lebanese,2020,November,79
1770,Lebanon,2018,November,77
1771,Lebanon,2021,November,132
1772,Lebanon,2022,November,50
1773,Libya,2019,November,122
1774,Libya,2020,November,63
1775,Libya,2015,November,25
1776,Netherlands,2016,November,12
1777,Netherlands,2018,November,43
1778,Norway,2015,November,31
1779,Norway,2016,November,33
1780,Norway,2017,November,27
1781,Othercountries,2015,November,305
1782,Othercountries,2016,November,280
1783,Othercountries,2017,November,379
1784,Othercountries,2018,November,892
1785,Othercountries,2019,November,851
1786,Othercountries,2020,November,961
1787,Othercountries,2021,November,1374
1788,Othercountries,2022,November,939
1789,Pakistani,2021,November,96
1790,Pakistani,2022,November,61
1791,Palestine,2017,November,38
1792,Palestine,2018,November,115
1793,Palestine,2019,November,56
1794,Palestine,2020,November,88
1795,Palestine,2021,November,169
1796,Palestine,2022,November,59
1797,Qatar,2015,November,20
1798,Qatar,2016,November,19
1799,Qatar,2017,November,41
1800,Qatar,2018,November,85
1801,Qatar,2019,November,59
1802,RussianFederation,2015,November,136
1803,RussianFederation,2016,November,107
1804,RussianFederation,2017,November,135
1805,RussianFederation,2018,November,261
1806,RussianFederation,2019,November,300
1807,RussianFederation,2020,November,434
1808,RussianFederation,2021,November,836
1809,RussianFederation,2022,November,2575
1810,SaudiArabia,2015,November,226
1811,SaudiArabia,2016,November,236
1812,SaudiArabia,2017,November,239
1813,SaudiArabia,2018,November,233
1814,SaudiArabia,2019,November,174
1815,SaudiArabia,2020,November,65
1816,SaudiArabia,2022,November,128
1817,Sudan,2021,November,79
1818,Sweden,2015,November,42
1819,Sweden,2016,November,42
1820,Sweden,2017,November,38
1821,Sweden,2018,November,85
1822,Sweden,2019,November,53
1823,Sweden,2020,November,69
1824,Sweden,2021,November,98
1825,Ukraine,2015,November,60
1826,Ukraine,2016,November,46
1827,Ukraine,2017,November,58
1828,Ukraine,2018,November,60
1829,Ukraine,2019,November,57
1830,Ukraine,2020,November,105
1831,Ukraine,2021,November,163
1832,Ukraine,2022,November,277
1833,UnitedArabEmirates,2015,November,25
1834,UnitedArabEmirates,2016,November,13
1835,UnitedArabEmirates,2017,November,24
1836,UnitedStates,2018,November,70
1837,UnitedStates,2019,November,71
1838,UnitedStates,2020,November,93
1839,UnitedStates,2021,November,142
1840,UnitedStates,2022,November,89
1841,Yemen,2017,November,49
1842,Yemen,2018,November,105
1843,Yemen,2019,November,109
1844,Yemen,2020,November,135
1845,Yemen,2021,November,123
1846,Yemen,2022,November,56
1847,Yemen,2015,November,15
1848,Afghanistan,2015,December,120
1849,Afghanistan,2016,December,94
1850,Afghanistan,2017,December,102
1851,Afghanistan,2018,December,232
